grid_x,grid_y,real_x,real_y,height,terrain_type,r,g,b,hsv_h,hsv_s,hsv_v
0,66,364313.6,364116.53,114.78,GRASS,63,80,63,119.5,0.215,0.314
0,67,364313.6,364116.73,114.78,GRASS,63,80,63,121.4,0.219,0.315
0,68,364313.6,364116.93,114.78,GRASS,66,84,66,120.9,0.218,0.33
0,69,364313.6,364117.13,114.47,GRASS,67,86,67,120.0,0.222,0.336
0,70,364313.6,364117.33,114.47,GRASS,67,86,67,120.0,0.221,0.337
0,71,364313.6,364117.53,114.47,GRASS,67,86,68,121.3,0.218,0.338
0,72,364313.6,364117.73,114.47,GRASS,64,83,66,123.9,0.222,0.325
0,73,364313.6,364117.93,114.47,GRASS,62,80,64,127.7,0.232,0.315
0,74,364313.6,364118.13,114.13,GRASS,58,78,61,129.7,0.254,0.306
0,75,364313.6,364118.33,114.13,GRASS,57,78,61,131.4,0.268,0.308
0,76,364313.6,364118.53,114.13,GRASS,60,81,64,131.4,0.26,0.317
0,77,364313.6,364118.73,114.13,GRASS,63,84,67,131.4,0.249,0.33
0,78,364313.6,364118.93,114.13,GRASS,63,84,67,131.8,0.25,0.329
0,79,364313.6,364119.13,113.88,GRASS,58,79,63,132.6,0.265,0.31
0,80,364313.6,364119.33,113.88,GRASS,57,77,61,132.4,0.267,0.302
0,81,364313.6,364119.53,113.88,GRASS,59,79,63,130.2,0.248,0.31
0,82,364313.6,364119.73,113.88,GRASS,63,82,66,127.2,0.224,0.321
0,83,364313.6,364119.93,113.88,GRASS,67,85,68,123.6,0.207,0.333
0,84,364313.6,364120.13,113.72,GRASS,71,88,71,119.8,0.197,0.346
0,85,364313.6,364120.33,113.72,GRASS,73,91,73,117.8,0.202,0.357
0,86,364313.6,364120.53,113.72,GRASS,76,94,76,119.1,0.198,0.37
0,87,364313.6,364120.73,113.72,GRASS,74,93,74,118.8,0.209,0.364
0,88,364313.6,364120.93,113.72,GRASS,71,90,70,117.8,0.219,0.351
0,89,364313.6,364121.13,113.56,GRASS,68,85,67,115.3,0.219,0.335
0,90,364313.6,364121.33,113.56,GRASS,69,84,67,112.1,0.2,0.329
0,91,364313.6,364121.53,113.56,GRASS,73,85,70,106.7,0.18,0.334
0,92,364313.6,364121.73,113.56,GRASS,77,87,71,97.9,0.179,0.34
0,93,364313.6,364121.93,113.56,GRASS,82,89,73,85.4,0.182,0.348
0,94,364313.6,364122.13,113.33,DIRT,91,95,79,74.9,0.174,0.374
0,95,364313.6,364122.33,113.33,DIRT,101,102,86,63.3,0.156,0.401
0,96,364313.6,364122.53,113.33,DIRT,113,111,96,52.3,0.152,0.443
0,97,364313.6,364122.73,113.33,CONCRETE,134,128,115,42.3,0.137,0.524
0,98,364313.6,364122.93,113.33,CONCRETE,159,151,141,34.6,0.11,0.622
0,99,364313.6,364123.13,113.05,CONCRETE,175,167,160,28.7,0.088,0.686
0,100,364313.6,364123.33,113.05,CONCRETE,179,172,165,32.2,0.076,0.701
0,101,364313.6,364123.53,113.05,CONCRETE,180,175,167,38.8,0.072,0.705
0,102,364313.6,364123.73,113.05,CONCRETE,179,175,166,41.5,0.072,0.704
0,103,364313.6,364123.93,113.05,CONCRETE,179,175,166,41.5,0.073,0.703
0,104,364313.6,364124.13,113.05,CONCRETE,179,175,166,40.1,0.074,0.704
0,105,364313.6,364124.33,113.05,CONCRETE,181,176,167,36.1,0.078,0.712
0,106,364313.6,364124.53,113.05,CONCRETE,184,178,169,34.5,0.084,0.723
0,107,364313.6,364124.73,113.05,CONCRETE,184,177,168,34.7,0.09,0.723
0,108,364313.6,364124.93,113.05,CONCRETE,183,176,166,35.3,0.093,0.717
0,109,364313.6,364125.13,113.02,CONCRETE,182,175,165,35.3,0.094,0.712
0,110,364313.6,364125.33,113.02,CONCRETE,182,175,165,35.3,0.093,0.715
0,111,364313.6,364125.53,113.02,CONCRETE,184,177,167,35.3,0.092,0.723
0,112,364313.6,364125.73,113.02,CONCRETE,184,177,167,35.3,0.092,0.723
0,113,364313.6,364125.93,113.02,CONCRETE,184,177,168,34.1,0.088,0.723
0,114,364313.6,364126.13,113.18,CONCRETE,186,179,171,32.7,0.083,0.731
0,115,364313.6,364126.33,113.18,CONCRETE,188,181,173,32.0,0.08,0.736
0,116,364313.6,364126.53,113.18,CONCRETE,188,181,172,35.6,0.081,0.735
0,117,364313.6,364126.73,113.18,CONCRETE,186,180,170,36.8,0.086,0.729
0,118,364313.6,364126.93,113.18,CONCRETE,185,179,168,37.6,0.092,0.725
0,119,364313.6,364127.13,113.37,CONCRETE,183,175,164,36.5,0.1,0.716
0,120,364313.6,364127.33,113.37,CONCRETE,165,158,146,37.4,0.12,0.649
0,121,364313.6,364127.53,113.37,CONCRETE,139,132,117,42.1,0.158,0.544
0,122,364313.6,364127.73,113.37,CONCRETE,117,113,94,49.2,0.195,0.46
0,123,364313.6,364127.93,113.37,GRASS,114,112,91,55.7,0.206,0.448
0,124,364313.6,364128.13,113.42,GRASS,119,118,95,56.1,0.204,0.468
0,125,364313.6,364128.33,113.42,GRASS,123,120,99,54.7,0.196,0.481
0,126,364313.6,364128.53,113.42,CONCRETE,123,120,100,52.2,0.183,0.481
0,127,364313.6,364128.73,113.42,DIRT,117,113,96,50.2,0.174,0.457
0,128,364313.6,364128.93,113.42,DIRT,118,114,99,47.4,0.16,0.462
0,129,364313.6,364129.13,113.42,DIRT,125,121,107,46.5,0.147,0.49
0,130,364313.6,364129.33,113.42,CONCRETE,135,130,115,45.8,0.146,0.529
0,131,364313.6,364129.53,113.42,GRASS,132,127,111,45.5,0.159,0.518
0,132,364313.6,364129.73,113.42,GRASS,124,121,103,52.6,0.166,0.485
0,133,364313.6,364129.93,113.42,GRASS,113,114,95,63.5,0.17,0.448
0,134,364313.6,364130.13,113.36,GRASS,110,113,94,69.0,0.172,0.444
0,135,364313.6,364130.33,113.36,GRASS,112,115,96,69.8,0.16,0.449
0,136,364313.6,364130.53,113.36,GRASS,111,114,97,70.3,0.154,0.448
0,137,364313.6,364130.73,113.36,GRASS,117,119,103,69.3,0.141,0.468
0,138,364313.6,364130.93,113.36,GRASS,117,119,102,66.4,0.142,0.468
0,139,364313.6,364131.13,113.29,GRASS,117,118,100,61.6,0.148,0.462
0,140,364313.6,364131.33,113.29,GRASS,114,115,96,63.1,0.168,0.451
0,141,364313.6,364131.53,113.29,GRASS,112,114,93,65.8,0.181,0.448
0,142,364313.6,364131.73,113.29,GRASS,114,116,95,66.3,0.18,0.455
0,143,364313.6,364131.93,113.29,GRASS,117,118,97,63.0,0.173,0.461
0,144,364313.6,364132.13,113.15,GRASS,116,117,96,63.0,0.18,0.458
0,145,364313.6,364132.33,113.15,GRASS,110,113,90,66.9,0.197,0.442
0,146,364313.6,364132.53,113.15,GRASS,107,112,89,71.0,0.205,0.438
0,147,364313.6,364132.73,113.15,GRASS,109,115,92,75.8,0.2,0.451
0,148,364313.6,364132.93,113.13,GRASS,110,116,93,76.2,0.197,0.457
0,149,364313.6,364133.13,113.13,GRASS,108,114,91,74.6,0.202,0.447
0,150,364313.6,364133.33,113.13,GRASS,107,112,89,73.0,0.205,0.44
0,151,364313.6,364133.53,113.13,GRASS,105,110,87,73.0,0.208,0.433
0,152,364313.6,364133.73,113.13,GRASS,107,111,88,72.7,0.206,0.437
0,153,364313.6,364133.93,113.14,GRASS,112,116,93,71.7,0.198,0.455
0,154,364313.6,364134.13,113.14,GRASS,114,118,95,70.8,0.195,0.461
0,155,364313.6,364134.33,113.14,GRASS,114,118,95,70.3,0.193,0.464
0,156,364313.6,364134.53,113.14,GRASS,116,120,98,70.9,0.181,0.47
0,157,364313.6,364134.73,113.14,GRASS,115,119,98,71.2,0.177,0.467
0,158,364313.6,364134.93,113.19,GRASS,118,122,101,71.2,0.177,0.48
0,159,364313.6,364135.13,113.19,GRASS,118,122,98,70.1,0.192,0.478
0,160,364313.6,364135.33,113.19,GRASS,115,119,95,70.6,0.203,0.466
0,161,364313.6,364135.53,113.19,GRASS,112,117,93,74.0,0.206,0.46
0,162,364313.6,364135.73,113.19,GRASS,109,117,93,80.4,0.205,0.458
0,163,364313.6,364135.93,113.28,GRASS,99,110,87,87.5,0.214,0.432
0,164,364313.6,364136.13,113.28,GRASS,90,102,78,91.4,0.231,0.399
0,165,364313.6,364136.33,113.28,GRASS,89,101,77,89.7,0.235,0.396
0,166,364313.6,364136.53,113.28,GRASS,98,107,84,84.8,0.222,0.421
0,167,364313.6,364136.73,113.28,GRASS,110,117,93,77.7,0.205,0.459
0,168,364313.6,364136.93,113.34,GRASS,117,121,97,70.9,0.199,0.476
0,169,364313.6,364137.13,113.34,GRASS,119,121,96,65.0,0.206,0.474
0,170,364313.6,364137.33,113.34,GRASS,119,120,94,62.6,0.214,0.47
0,171,364313.6,364137.53,113.34,GRASS,121,122,96,62.1,0.214,0.479
0,172,364313.6,364137.73,113.34,GRASS,121,121,96,61.8,0.205,0.476
1,0,364313.8,364103.33,118.92,GRASS,81,93,75,100.4,0.197,0.366
1,1,364313.8,364103.53,118.92,GRASS,83,95,77,100.0,0.19,0.373
1,2,364313.8,364103.73,118.92,GRASS,83,94,77,99.7,0.184,0.37
1,3,364313.8,364103.93,118.92,GRASS,77,88,71,100.3,0.193,0.347
1,4,364313.8,364104.13,118.92,GRASS,76,88,70,101.8,0.199,0.344
1,5,364313.8,364104.33,118.59,GRASS,79,91,74,103.0,0.196,0.359
1,6,364313.8,364104.53,118.59,GRASS,80,94,76,104.5,0.193,0.368
1,7,364313.8,364104.73,118.59,GRASS,77,90,73,105.1,0.198,0.355
1,8,364313.8,364104.93,118.59,GRASS,75,88,70,104.9,0.2,0.345
1,9,364313.8,364105.13,118.59,GRASS,74,87,69,104.3,0.203,0.341
1,10,364313.8,364105.33,118.26,GRASS,73,86,68,104.6,0.205,0.336
1,11,364313.8,364105.53,118.26,GRASS,72,85,67,104.0,0.209,0.335
1,12,364313.8,364105.73,118.26,GRASS,76,89,71,102.6,0.202,0.35
1,13,364313.8,364105.93,118.26,GRASS,79,91,73,100.8,0.198,0.356
1,14,364313.8,364106.13,118.26,GRASS,76,88,70,100.9,0.199,0.343
1,15,364313.8,364106.33,117.88,GRASS,73,85,67,100.9,0.205,0.332
1,16,364313.8,364106.53,117.88,GRASS,74,86,69,101.8,0.201,0.339
1,17,364313.8,364106.73,117.88,GRASS,78,90,72,101.7,0.195,0.352
1,18,364313.8,364106.93,117.88,GRASS,79,91,73,101.5,0.199,0.357
1,19,364313.8,364107.13,117.88,GRASS,81,93,75,99.7,0.201,0.367
1,20,364313.8,364107.33,117.53,GRASS,85,97,78,96.8,0.196,0.379
1,21,364313.8,364107.53,117.53,GRASS,87,98,79,94.6,0.191,0.384
1,22,364313.8,364107.73,117.53,GRASS,83,94,76,95.6,0.196,0.37
1,23,364313.8,364107.93,117.53,GRASS,81,93,74,97.3,0.202,0.365
1,24,364313.8,364108.13,117.53,GRASS,81,93,75,99.1,0.201,0.367
1,25,364313.8,364108.33,117.28,GRASS,82,95,76,101.2,0.198,0.371
1,26,364313.8,364108.53,117.28,GRASS,76,89,71,101.8,0.208,0.351
1,27,364313.8,364108.73,117.28,GRASS,71,84,66,102.6,0.218,0.329
1,28,364313.8,364108.93,117.28,GRASS,71,84,66,103.5,0.214,0.328
1,29,364313.8,364109.13,117.0,GRASS,76,88,71,103.6,0.2,0.347
1,30,364313.8,364109.33,117.0,GRASS,80,93,75,103.4,0.189,0.363
1,31,364313.8,364109.53,117.0,GRASS,83,96,78,103.2,0.187,0.377
1,32,364313.8,364109.73,117.0,GRASS,83,97,78,103.5,0.195,0.381
1,33,364313.8,364109.93,117.0,GRASS,81,95,76,103.9,0.207,0.374
1,34,364313.8,364110.13,116.62,GRASS,76,91,71,104.9,0.217,0.357
1,35,364313.8,364110.33,116.62,GRASS,70,85,66,107.0,0.219,0.332
1,36,364313.8,364110.53,116.62,GRASS,62,76,59,109.2,0.222,0.299
1,37,364313.8,364110.73,116.62,GRASS,62,76,60,110.7,0.21,0.297
1,38,364313.8,364110.93,116.62,GRASS,65,79,62,110.3,0.209,0.31
1,39,364313.8,364111.13,116.38,GRASS,71,85,68,109.7,0.204,0.333
1,40,364313.8,364111.33,116.38,GRASS,72,87,69,110.9,0.204,0.342
1,41,364313.8,364111.53,116.38,GRASS,74,89,71,112.7,0.201,0.351
1,42,364313.8,364111.73,116.38,GRASS,74,90,72,113.9,0.196,0.352
1,43,364313.8,364111.93,116.38,GRASS,73,89,71,112.4,0.2,0.349
1,44,364313.8,364112.13,116.03,GRASS,70,85,67,109.7,0.215,0.333
1,45,364313.8,364112.33,116.03,GRASS,71,85,67,107.4,0.219,0.335
1,46,364313.8,364112.53,116.03,GRASS,73,88,69,108.0,0.215,0.344
1,47,364313.8,364112.73,116.03,GRASS,75,90,71,109.1,0.21,0.354
1,48,364313.8,364112.93,116.03,GRASS,73,89,70,109.9,0.214,0.349
1,49,364313.8,364113.13,115.66,GRASS,71,87,68,110.3,0.218,0.341
1,50,364313.8,364113.33,115.66,GRASS,69,84,66,108.9,0.223,0.331
1,51,364313.8,364113.53,115.66,GRASS,70,86,67,108.8,0.219,0.336
1,52,364313.8,364113.73,115.66,GRASS,73,88,69,109.7,0.21,0.345
1,53,364313.8,364113.93,115.66,GRASS,70,86,68,111.2,0.215,0.337
1,54,364313.8,364114.13,115.38,GRASS,69,86,67,112.8,0.218,0.336
1,55,364313.8,364114.33,115.38,GRASS,70,87,68,115.2,0.213,0.34
1,56,364313.8,364114.53,115.38,GRASS,69,86,68,115.9,0.212,0.337
1,57,364313.8,364114.73,115.38,GRASS,66,83,65,116.2,0.218,0.327
1,58,364313.8,364114.93,115.38,GRASS,66,83,64,116.3,0.219,0.324
1,59,364313.8,364115.13,115.1,GRASS,67,84,65,115.9,0.219,0.329
1,60,364313.8,364115.33,115.1,GRASS,68,85,66,113.5,0.226,0.334
1,61,364313.8,364115.53,115.1,GRASS,69,86,67,112.0,0.229,0.339
1,62,364313.8,364115.73,115.1,GRASS,69,86,66,112.0,0.227,0.336
1,63,364313.8,364115.93,115.1,GRASS,68,85,66,112.2,0.224,0.333
1,64,364313.8,364116.13,114.78,GRASS,69,85,66,112.0,0.222,0.333
1,65,364313.8,364116.33,114.78,GRASS,68,85,67,114.4,0.218,0.334
1,66,364313.8,364116.53,114.78,GRASS,64,82,64,118.1,0.22,0.322
1,67,364313.8,364116.73,114.78,GRASS,63,81,63,119.5,0.223,0.319
1,68,364313.8,364116.93,114.78,GRASS,65,83,65,118.8,0.222,0.326
1,69,364313.8,364117.13,114.47,GRASS,66,84,65,118.2,0.223,0.33
1,70,364313.8,364117.33,114.47,GRASS,68,86,68,119.5,0.214,0.337
1,71,364313.8,364117.53,114.47,GRASS,68,86,69,121.8,0.212,0.339
1,72,364313.8,364117.73,114.47,GRASS,66,84,67,125.0,0.217,0.329
1,73,364313.8,364117.93,114.47,GRASS,63,81,65,127.7,0.229,0.319
1,74,364313.8,364118.13,114.13,GRASS,59,79,62,129.7,0.25,0.31
1,75,364313.8,364118.33,114.13,GRASS,58,79,62,131.4,0.265,0.311
1,76,364313.8,364118.53,114.13,GRASS,59,80,63,131.4,0.261,0.315
1,77,364313.8,364118.73,114.13,GRASS,61,82,65,130.6,0.253,0.323
1,78,364313.8,364118.93,114.13,GRASS,62,82,65,129.6,0.248,0.323
1,79,364313.8,364119.13,113.88,GRASS,60,80,63,129.4,0.249,0.314
1,80,364313.8,364119.33,113.88,GRASS,59,79,63,130.8,0.247,0.31
1,81,364313.8,364119.53,113.88,GRASS,61,80,64,130.2,0.24,0.314
1,82,364313.8,364119.73,113.88,GRASS,62,81,65,128.8,0.233,0.319
1,83,364313.8,364119.93,113.88,GRASS,64,83,66,124.7,0.226,0.325
1,84,364313.8,364120.13,113.72,GRASS,67,85,67,120.5,0.214,0.335
1,85,364313.8,364120.33,113.72,GRASS,69,87,69,118.7,0.213,0.343
1,86,364313.8,364120.53,113.72,GRASS,71,90,71,119.5,0.21,0.352
1,87,364313.8,364120.73,113.72,GRASS,71,90,71,118.7,0.213,0.352
1,88,364313.8,364120.93,113.72,GRASS,70,88,69,116.8,0.215,0.345
1,89,364313.8,364121.13,113.56,GRASS,69,85,67,113.1,0.216,0.333
1,90,364313.8,364121.33,113.56,GRASS,71,84,67,108.6,0.202,0.331
1,91,364313.8,364121.53,113.56,GRASS,75,86,70,103.1,0.187,0.338
1,92,364313.8,364121.73,113.56,GRASS,78,88,71,93.9,0.189,0.344
1,93,364313.8,364121.93,113.56,GRASS,83,90,72,81.8,0.193,0.352
1,94,364313.8,364122.13,113.33,DIRT,93,96,79,71.5,0.182,0.377
1,95,364313.8,364122.33,113.33,DIRT,102,102,86,61.0,0.16,0.4
1,96,364313.8,364122.53,113.33,DIRT,117,114,99,50.2,0.15,0.458
1,97,364313.8,364122.73,113.33,CONCRETE,140,135,123,41.1,0.126,0.551
1,98,364313.8,364122.93,113.33,CONCRETE,164,157,148,33.8,0.101,0.644
1,99,364313.8,364123.13,113.05,CONCRETE,176,169,162,28.8,0.081,0.69
1,100,364313.8,364123.33,113.05,CONCRETE,179,173,166,33.0,0.074,0.702
1,101,364313.8,364123.53,113.05,CONCRETE,179,175,166,40.0,0.074,0.703
1,102,364313.8,364123.73,113.05,CONCRETE,179,175,165,42.6,0.077,0.7
1,103,364313.8,364123.93,113.05,CONCRETE,178,174,164,42.6,0.078,0.698
1,104,364313.8,364124.13,113.05,CONCRETE,178,174,164,41.8,0.078,0.698
1,105,364313.8,364124.33,113.05,CONCRETE,180,175,166,39.4,0.08,0.707
1,106,364313.8,364124.53,113.05,CONCRETE,183,177,167,38.2,0.084,0.716
1,107,364313.8,364124.73,113.05,CONCRETE,183,177,167,38.2,0.087,0.717
1,108,364313.8,364124.93,113.05,CONCRETE,181,175,165,37.2,0.091,0.711
1,109,364313.8,364125.13,113.02,CONCRETE,181,174,164,35.9,0.093,0.711
1,110,364313.8,364125.33,113.02,CONCRETE,182,175,165,35.3,0.093,0.715
1,111,364313.8,364125.53,113.02,CONCRETE,184,177,167,35.3,0.092,0.723
1,112,364313.8,364125.73,113.02,CONCRETE,185,178,168,35.3,0.092,0.725
1,113,364313.8,364125.93,113.02,CONCRETE,185,178,169,34.1,0.087,0.727
1,114,364313.8,364126.13,113.18,CONCRETE,187,180,172,32.7,0.082,0.733
1,115,364313.8,364126.33,113.18,CONCRETE,187,180,172,32.0,0.08,0.733
1,116,364313.8,364126.53,113.18,CONCRETE,187,180,171,33.6,0.082,0.732
1,117,364313.8,364126.73,113.18,CONCRETE,186,179,170,34.2,0.088,0.73
1,118,364313.8,364126.93,113.18,CONCRETE,185,178,167,36.5,0.095,0.725
1,119,364313.8,364127.13,113.37,CONCRETE,178,171,159,38.4,0.107,0.699
1,120,364313.8,364127.33,113.37,CONCRETE,157,151,136,41.6,0.132,0.616
1,121,364313.8,364127.53,113.37,CONCRETE,132,127,109,46.1,0.169,0.517
1,122,364313.8,364127.73,113.37,GRASS,116,113,93,51.6,0.197,0.454
1,123,364313.8,364127.93,113.37,GRASS,113,112,90,56.0,0.203,0.444
1,124,364313.8,364128.13,113.42,GRASS,116,115,93,55.8,0.201,0.456
1,125,364313.8,364128.33,113.42,GRASS,118,116,95,54.1,0.196,0.464
1,126,364313.8,364128.53,113.42,DIRT,119,116,97,52.8,0.186,0.466
1,127,364313.8,364128.73,113.42,DIRT,115,112,94,52.5,0.18,0.449
1,128,364313.8,364128.93,113.42,DIRT,115,112,96,51.4,0.168,0.451
1,129,364313.8,364129.13,113.42,DIRT,121,118,103,50.8,0.154,0.476
1,130,364313.8,364129.33,113.42,GRASS,132,128,113,49.4,0.145,0.517
1,131,364313.8,364129.53,113.42,GRASS,133,129,113,48.6,0.149,0.52
1,132,364313.8,364129.73,113.42,GRASS,126,124,106,54.9,0.158,0.493
1,133,364313.8,364129.93,113.42,GRASS,115,116,96,64.5,0.173,0.456
1,134,364313.8,364130.13,113.36,GRASS,112,115,94,68.8,0.178,0.45
1,135,364313.8,364130.33,113.36,GRASS,113,116,96,69.4,0.168,0.453
1,136,364313.8,364130.53,113.36,GRASS,113,115,97,68.2,0.159,0.452
1,137,364313.8,364130.73,113.36,GRASS,118,120,102,65.6,0.146,0.469
1,138,364313.8,364130.93,113.36,GRASS,122,122,105,61.8,0.138,0.479
1,139,364313.8,364131.13,113.29,GRASS,121,121,104,60.1,0.14,0.475
1,140,364313.8,364131.33,113.29,GRASS,119,120,101,62.9,0.158,0.47
1,141,364313.8,364131.53,113.29,GRASS,117,119,99,65.7,0.172,0.468
1,142,364313.8,364131.73,113.29,GRASS,117,119,98,66.9,0.176,0.467
1,143,364313.8,364131.93,113.29,GRASS,114,116,95,65.8,0.178,0.455
1,144,364313.8,364132.13,113.15,GRASS,111,113,92,67.4,0.189,0.444
1,145,364313.8,364132.33,113.15,GRASS,108,112,90,70.9,0.199,0.439
1,146,364313.8,364132.53,113.15,GRASS,108,113,90,74.3,0.203,0.443
1,147,364313.8,364132.73,113.15,GRASS,109,116,92,77.6,0.202,0.454
1,148,364313.8,364132.93,113.13,GRASS,110,117,94,77.7,0.2,0.459
1,149,364313.8,364133.13,113.13,GRASS,109,115,92,76.8,0.203,0.452
1,150,364313.8,364133.33,113.13,GRASS,107,114,90,75.9,0.206,0.445
1,151,364313.8,364133.53,113.13,GRASS,106,112,89,75.9,0.209,0.44
1,152,364313.8,364133.73,113.13,GRASS,107,112,89,74.6,0.207,0.441
1,153,364313.8,364133.93,113.14,GRASS,111,116,93,72.8,0.199,0.456
1,154,364313.8,364134.13,113.14,GRASS,113,118,95,71.3,0.195,0.461
1,155,364313.8,364134.33,113.14,GRASS,114,118,95,70.6,0.194,0.464
1,156,364313.8,364134.53,113.14,GRASS,116,120,98,70.3,0.183,0.47
1,157,364313.8,364134.73,113.14,GRASS,116,120,98,69.8,0.178,0.469
1,158,364313.8,364134.93,113.19,GRASS,120,123,102,69.3,0.174,0.482
1,159,364313.8,364135.13,113.19,GRASS,119,123,100,68.9,0.183,0.48
1,160,364313.8,364135.33,113.19,GRASS,116,119,96,69.7,0.192,0.468
1,161,364313.8,364135.53,113.19,GRASS,112,117,94,73.1,0.198,0.459
1,162,364313.8,364135.73,113.19,GRASS,110,117,94,79.3,0.201,0.46
